name,manual_gpu
Cyborg 17 B13WFKG-210XTR003 i7-13620H 48GB 1TBSSD RTX5060 17.3” FHD FreeDOS Dizüstü Bilgisayar,rtx 5060
"Nitro V15 7735HS 96GB 512GB SSD WIN11Home 15.6"" Fhd 165Hz 8GB RTX4060 NHQSFEY00329+ZETTAÇNT",rtx 4060
"Nitro 18 Ryzen 9 365 24GB 8tbSSD 12GB/RTX5070TI 18"" Qhd 165Hz W11PRO NHQYFEY001F50+Zettaçanta",rtx 5070ti
"Katana 15 i7 14650HX 80GB 2TB SSD RTX5060/8GB 115W 15.6"" QHD 165Hz FDOS Gaming Laptop B14WFK",rtx 5060
"ExpertBook B1 Intel Core 7 150U 32GB 2TB SSD 15.6"" Freedos Notebook B1503CVA-C78G512B4D 010",None
Katana 17 HX i7-14650HX 96GB 512GB SSD RTX5060/8GB 17.3'' 2K QHD 240Hz W11H Gaming Laptop B14WFK,rtx 5060
Latitude 3540 i5-1235U 64GB RAM 1TB SSD 15.6'' FHD W11HOME Dizüstü Bilgisayar & PER4 ÇANTA,None
"Predator Helios Neo18 Ultra9 275HX 16GB 4TB SSD RTX5070Ti/12GB 18"" QHD+ W11P Gaming Laptop",rtx 5070ti
"Omen 16 Core 7 240H 16GB 256GB SSD RTX5060/8GB 16"" FHD+ 165Hz W11P Gaming Laptop & Per4 Çanta",rtx 5060
"Cyborg 17 I7 13620H 32GB 512GB SSD RTX5060 8gb FDOS 17.3"" 144HZ IPS B13WFKG210XTRF12+Zetta Çanta",rtx 5060
Latitude 3550 i5 1335U 96GB 256GB SSD 15.6'' FHD W11H N015L355015 & PER4 ÇANTA,None
"Elitebook 660 G11 Ultra 5-125U 64 GB 4 TB 16"" Win 11 Home + S.Çantası 9C075EAHMF53",None
"Vostro 3530 Intel® Core™ İ5-1334U 64gb Ram 1tb Ssd Windows 11 Home 15,6"" Fhd",None
"Victus 5 210H Aı 16GB 4tbSSD RTX5060/8GB 15.6""fhd (1920 x 1080) WIN11HOME C21SGEAH05+ZETTAÇANTA",rtx 5060
Thinkbook 14 2-In-1 G5 Iau Ultra 7 255U 64GB 1tbSSD FDOS Touch 14 Inç NP21SQ002TTXF38+Zetta Çanta,None
"Nitro V 15 ANV15-52 I7 13620H 40GB 256GBSSD RTX5060 8gb 75W W11PRO 15.6"" NHQZ8EY002P21+ZettaÇNT",rtx 5060
"Predator Neo 18 Ultra 9 275HX 32GB 256GBSSD 12GB/RTX5070Tİ 18"" WIN11PRO NHQVMEY002P06+ZETTAÇNT",rtx 5070ti
"16"" PRO 16 PLUS PB16250U5120U165WP CORE 5 120U-96GB DDR5 RAM-512GB NVME-W11 PRO",None
"ExpertBook P1 Intel Core 7 240H 8GB 256GB SSD 14"" FHD FDOS Dizüstü Bilgisayar & PER4 Çanta",None
Nitro V16 i5-14450HX 40GB 1TB SSD RTX4050/6GB 85W 16'' WUXGA 165Hz FDOS Gaming Laptop & ÇANTA,rtx 4050
"Loq 15IRX10 I7 13650HX 24GB 512GB RTX5060 8gb 100W W11Home 15.6"" 144Hz 83JE00J5TRH07 + Zetta Çanta",rtx 5060
Nitro V15 i9 13900H 24GB 4TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11P Gaming Laptop & PER4 ÇANTA,rtx 4060
Victus 15 R5 8645HS 48GB RAM 2TB SSD RTX3050/6GB 144Hz 15.6'' FHD W11P Gaming Laptop & ÇANTA,rtx 3050
"Probook 445 G11 Ryzen 5 7535U 48GB 4tb SSD 14"" Wuxga IPS FDOS 9Y7C9ETF20 + Zettaçanta",None
"ROG Strix G16 i9-14900HX 24GB 4TB SSD RTX4060/8GB 165HZ 16"" WUXGA FDOS N3095 & PER4 ÇANTA",rtx 4060
"Inspiron 3530 I3530122024U08 i5-1334U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT009",None
"Katna15 I7 14650HX 48GB 256GBSSD W11PRO RTX5070 8gb 15.6"" 2k QHD 165HZ B14WGK068XTRP21+Zetta Çanta",rtx 5070
"Loq 15ARP9 Ryzen 7 7435HS Ddr5 16GB 1tbSSD RTX4050-6GB 300NITS 15.6"" 144Hz Fhd FDOS 83JC00CRTRF02",rtx 4050
"Victus 15 Core5 210H 8GB 256GB SSD RTX5060/8GB 15.6"" FHD 144Hz W11P Gaming Laptop & PER4 ÇANTA",rtx 5060
"Victus 16-s0007nt Ryzen 7-7840HS 40GB 1TB RTX4070 16.1"" FHD Win11Home + S.Çantası 7Z581EAHMF45",rtx 4070
"15.6"" V15 83A100A5TR CORE i5 13420H 16GB- 512GB M2 NVME- O/B UHD W11 PRO",intel uhd graphics
"Crosshair 17 HX AI Ultra 7 255HX 16GB 1TB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz W11H Gaming",rtx 5070
"Loq 15ARP9 Ryzen 5 7235HS 48GB 512GB SSD W11HOME RTX4050 6gb 15.6"" IPS 83JC00H4TRH30+Zetta Çanta",rtx 4050
"CYBORG 15 i7 13620H 64GB 1TB SSD RTX4060 Freedos 15.6"" FHD 144Hz A13VF892XTRWF10 + Zetta Çanta",rtx 4060
"V16 V3607VM-RP097W/ Intel Core 5 210H/ 16 GB Ram/ 512 GB SSD/ RTX 5060/ 16""/ W11 Laptop",rtx 5060
"Alienware 16 Aurora Core5 210H 80GB 4TB SSD RTX4050/6GB 85W 16"" 2K QHD+ FDOS Gaming Laptop",rtx 4050
"Rog Strix G16 i5 13450HX 8GB 256GB SSD RTX5050/8GB 165Hz 16"" FHD+ W11H Gaming Laptop G615JH",rtx 5050
"Predator Helios Neo16 Ultra9 275HX 64GB 1TB SSD RTX5070Ti/12GB 16"" QHD+ FDOS Gaming Laptop",rtx 5070ti
"Promax 16 MC16250 Ultra 7 255H 32GB 1tb SSD 8GB/RTXPRO1000 16"" IPS FDOS APROMAX1604F10 + Zettaçanta",rtx pro 1000
"Victus 16-s0007nt Ryzen 7-7840HS 48GB 4TB RTX4070 16.1"" FHD Win11 Pro + S.Çantası 7Z581EAHMF34",rtx 4070
"Pro 16 Plus Ultra 5 120U 80GB 512GB SSD 16"" Fhd+ 300NIT WIN11PRO U5120U165UH21+ZETTAÇANTA",None
ThinkBook 14 G6 i7 13700H 16GB DDR5 256GB SSD 14'' FHD+ W11P Dizüstü Bilgisayar & PER4 ÇANTA,None
"Nitro V15 ANV15-52-91EQ I9 13900H 16GB 4tbSSD RTX5060 8gb FDOS 15,6"" NHQZAEYF10+Zetta Çanta",rtx 5060
"ProBook 460 G11 Ultra 7 155U 8GB DDR5 256GB SSD 16"" WUXGA W11P Dizüstü Bilgisayar & ÇANTA",None
"Victus 15 Core5 210H 24GB 4TB+4TB SSD RTX5060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & PER4 ÇANTA",rtx 5060
"Thinkbook 16 G7 Iml Ultra 7 155H 64GB 4tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21MS008RTRH30",None
"Nitro 5 i7-12650H 16GB 4 TBSSD RTX4060 17.3"" FHD Windows 10 Home + Sırt Ç. NH.QLFEY.004HMF71",rtx 4060
"Nitro 5 I7-12650H 40GB 256GB SSD 8GB/RTX4060 140W IPS 17.3"" 144Hz Full Hd WIN11HOME NHQLFEY004H11",rtx 4060
"Ideapad Pro 5 Ultra 5 225H 32GB 1tb SSD 14"" 2.8k OLED 1100NITS W11HOME 83JK002BTRH10+Zettaçanta",None
"Cyborg 15 A13VF3 i7-13620H 32GB 256GB SSD RTX4060/8GB 15.6"" FHD 144HZ FDOS & PER4 ÇANTA",rtx 4060
"Nitro 5 ANV15-51 V15 I9-13900H 24GB 4tb SSD 8GB/RTX4060 W11HOME 15.6"" 165Hz Fhd NHQQEEY00524",rtx 4060
"Thinkbook 14 G6 I5 1335U 80GB Ddr5 1tb SSD 14"" Wuxga IPS FDOS 21KG00Y5TRF22 + Zettaçanta",None
"ThinkBook 14 G6 i7-13700H 16-GBDDR5 4 TBSSD 14"" WUXGA Windows 11 Home 21KG004NTRHMF62",None
"ProBook 440 G11 Ultra5 125U 40GB 2 TB SSD 14"" W11HOME A23MQEA-T56",None
"VECTOR 16 HX AI U7-255HX 40-GBDDR5 1 TB RTX5070Ti 16"" Win11 Pro + S.Çantası A2XWHG-091XTRHMF20",rtx 5070ti
"Inspiron 3530 I35301103U008 i7-1355U 16GB 2TBSSD 15.6"" FHD W11P Dizüstü Bilgisayar",None
Nb E14 Thınkpad 21m70092tx Ultra 5 125u 16gb 512ssd O/b 14 Dos,None
"VOSTRO 3530 Intel Core i7-1355U 24 GB RAM DDR4 2 TB SSD 15.6"" 120 HRZ FULLHD W11PRO TAŞINABİLİR Bİ",None
"Cyborg 14 Intel Core I7 13620H 32GB 2tb SSD RTX4050-6GB Freedos 14"" Fhd+ 144Hz A13VE054XTRWF07",rtx 4050
Nitro V15 R5 7535HS 64GB 2TB SSD RTX2050/4GB 15.6'' 144Hz FHD FDOS Gaming Laptop & PER4 ÇANTA,rtx 2050
Vivobook 15 X1504VA i7 1355U 24GB RAM 2TB SSD 15.6'' FHD W11HOME NJ195 & PER4 ÇANTA,None
Pulse A17 Aı+ C3XWGKG Ryzen 9 Aı Hx 370 64GB 4tbSSD 8GB/RTX5070 17” WIN11HOME W020TRH20+ZETTAÇANTA,rtx 5070
ThinkBook 14 G7 Ultra 7 155H 8GB DDR5 4TB SSD 14'' WUXGA FDOS Dizüstü Bilgisayar & ÇANTA,None
"Loq 15IAX9 I5 12600HX 24GB Ddr5 2tb SSD 6GB/RTX3050 Freedos 15.6"" 144Hz Fhd IPS 300NIT 883GS00PDTR03",rtx 3050
ProBook 440 G11 İntel Core Ultra 5 125U 8GB 2TB SSD 14'' WUXGA FDOS SA22YQ & PER4 ÇANTA,None
"Thinkbook 16 G7 Iml Ultra 5 125U 40GB 512GB SSD 16"" Wuxga 300NITS IPS Freedos 21MS005KTRF17",None
