name,manual_cpu
"E16 G3 U7 255H 16GB 2 TBSSD Intel Arc Graphics 16"" Freedos +S. Çantası 21SR006RTXHMF6",U7 255H
"Omen 17 Ryzen AI 7 350 48GB 512GB SSD RTX5060/8GB 17.3"" FHD 144Hz W11H Gaming Laptop & Çanta",Ryzen AI 7 350
"Expertbook B3 Flip B3402FVA I5 1335U 40GB 2tb SSD 14"" Fhd Dokunmatik WIN11HOME B3402I58512S0D29",I5 1335U
"Pro 16 Plus Ultra 7 265U 24GB 4tb SSD 16"" Fhd+ 300NIT WIN11PRO U7265U165UH08+ZETTAÇANTA",Ultra 7 265U
V14 Gen4 Iru I5 13420H 12GB 256GB SSD WIN11HOME 14 Inç Fullhd 83A00064TRH06 + Zetta Çanta,I5 13420H
"CYBORG 15 i7 240H 40 GBDDR5 1 TBSSD RTX5060 15.6"" Win 10 Home + S.Çantası B2RWFKG 208XTRHMF65",R5
Katna17 Hx I7 14650HX 40GB 4tb SSD FDOS RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRF20+Zetta Çanta,I7 14650HX
"ThinkBook 14 2in1 G4 IML Ultra 7 155U 16GB 512 GB 14"" Win10Home + S.Çantası 21MX002VTRHMF96",Ultra 7 155U
"Nitro V16Ryzen 7 350 24GB 512GBSSD 8GB/RTX5070/85W 16"" 180Hz W11HOME NHQXNEY003H05+Zettaçanta",Ryzen 7
Thinkpad E16 Gen3 Ultra 7 255H 80GB Ddr5 512GB SSD W11HOME 16 Inç IPS 21SR006RTXH32 + Zetta Çanta,Ultra 7 255H
"ThinkPad P14S G5 R7 8840HS 64GB 2TB SSD Radeon 780M 14"" WUXGA W11P Laptop & Çanta",R7
ThinkPad T14 G5 Ultra7 155U 24GB 4TB SSD 14'' WUXGA FDOS 4G LTE Dizüstü Bilgisayar & Çanta,Ultra7 155U
"Ideapad Slim 5 83HR0049TR013 i5 13420H 16GB 1TBSSD 14"" WUXGA W11P Dizüstü Bilgisayar",i5 13420H
"Nitro 5 i7 12650H 16GB 2 TBSSD RTX4060 17.3"" FHD Freedos + Sırt Ç. NH.QLFEY.004HMF6",i7 12650H
Ideapad Slim 5 i5 13420H 8GB DDR5 2TB SSD UHD Graphics 14'' WUXGA OLED W11P Dizüstü Laptop,i5 13420H
"Expertbook P1 P1403CVA I58512G0D I5 13420H 32GB Ddr5 4tb SSD Freedos 14"" Fhd WXI58512G0D20",I5 13420H
"Thinkbook 14 G8 Ial Ultra 7 255H 40GB Ddr5 2tb SSD 14"" Wuxga IPS W11HOME 21SJ007BTXH15 + Zettaçanta",Ultra 7 255H
"Victus 16 S1010NT 9Z790EA FR38 8GB RTX4060 Ryzen 7 8845HS 32 GB 4 TB 16,1"" FHD 144Hz W11H",R3
Victus 15 Intel Core 7 240H 64GB 4+4TB SSD RTX5060/8GB 15.6'' 144Hz FHD W11P Gaming Laptop,Intel Core 7 240H
OMEN 17 R7 8845HS 48GB RAM 2TB SSD RTX4070/8GB 144Hz 17.3'' FHD W11H Gaming Laptop & PER4 ÇANTA,R7 8845HS
"Victus 15 Core5 210H 16GB 512GB SSD RTX5060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & PER4 ÇANTA",Core5 210H
"Thinkbook 14 G7 Iml Ultra 7 155H 80GB 2tb SSD 14"" Wuxga 300NITS IPS WIN11PRO 21MR0050TRP34",Ultra 7 155H
Victus 15 R5 8645HS 24GB RAM 1TB SSD RTX4060/8GB 144Hz 15.6'' FHD W11H Gaming Laptop & ÇANTA,R5 8645HS
"B1503CVA Intel Ultra 5 120U 48 GB 512 GB SSD 15,6"" FHD, AI Power, MIL STD Freedos C58G512B4D 55",Ultra 5 120U
Predator PH18 73 Ultra 9 275HX 80GB 1tb W11Home 16GB RTX5080 18'' WQXGA NHQVZEY001H20 + Zetta Çanta,Ultra 9 275HX
"Alienware 16 Aurora Core5 210H 96GB 2TB SSD RTX4050/6GB 85W 16"" 2K QHD+ W11P Gaming Laptop",Core5 210H
"Katana 17 İ9 14900HX 32GB 4tb SSD 8GB/RTX5070 115W 17.3"" Qhd 240Hz IPS Freedos W048XTRF10",İ9 14900HX
"Vostro 3530 i7 1355U 24GB 2TB SSD 15.6"" 120 Hz FHD Ubuntu N1601PVNB3530U ATL29 Notebook +Çanta",i7 1355U
OMEN Max 16 Ultra 7 255HX 96GB 256GB SSD RTX5070/8GB 16'' 240Hz WQXGA FDOS Gaming Laptop & ÇANTA,Ultra 7 255HX
"VECTOR 16 HX AI U7 255HX 48  GBDDR5 4 TB RTX5070Ti 16"" Win10 Pro + S.Çantası A2XWHG 091XTRHMF59",U7 255HX
Vector 16 HX AI Ultra 9 275HX 96GB 1TB SSD RTX5080/16GB 175W 16'' WQXGA W11P Gaming Laptop,Ultra 9 275HX
"ProBook 440 G11 Ultra5 125U 48 GB 1 TB SSD 14"" Freedos A23MQEA T63",Ultra5 125U
"Thinkpad P16S G4 Ultra 7 255H 40GB 1tb SSD 6GB/RTXPRO500 16"" IPS FDOS 21QV000YTXF14 + Zettaçanta",Ultra 7 255H
"Thinkbook 14 G7 Ultra 7 155H 32GB 1 TBSSD 14"" WUXGA Freedos + Sırt Ç. 21MR0050TRHMF2",Ultra 7 155H
"ROG Strix SCAR 18 G835LX SA155 24GB RTX5090 Intel Ultra 9 275HX 64GB 4TB SSD 18"" WQXGA 240Hz",Ultra 9 275HX
"Nitro 5 I7 12650H 24GB 2tb SSD 8GB/RTX4060 140W IPS 17.3"" 144Hz Full Hd WIN11PRO NHQLFEY004P04",I7 12650H
Cyborg 17 B13WFKG 210XTR003 i7 13620H 48GB 1TBSSD RTX5060 17.3” FHD FreeDOS Dizüstü Bilgisayar,i7 13620H
"Nitro V15 7735HS 96GB 512GB SSD WIN11Home 15.6"" Fhd 165Hz 8GB RTX4060 NHQSFEY00329+ZETTAÇNT",
"Nitro 18 Ryzen 9 365 24GB 8tbSSD 12GB/RTX5070TI 18"" Qhd 165Hz W11PRO NHQYFEY001F50+Zettaçanta",Ryzen 9
"Katana 15 i7 14650HX 80GB 2TB SSD RTX5060/8GB 115W 15.6"" QHD 165Hz FDOS Gaming Laptop B14WFK",i7 14650HX
"ExpertBook B1 Intel Core 7 150U 32GB 2TB SSD 15.6"" Freedos Notebook B1503CVA C78G512B4D 010",Intel Core 7 150U
Katana 17 HX i7 14650HX 96GB 512GB SSD RTX5060/8GB 17.3'' 2K QHD 240Hz W11H Gaming Laptop B14WFK,i7 14650HX
Latitude 3540 i5 1235U 64GB RAM 1TB SSD 15.6'' FHD W11HOME Dizüstü Bilgisayar & PER4 ÇANTA,i5 1235U
"Predator Helios Neo18 Ultra9 275HX 16GB 4TB SSD RTX5070Ti/12GB 18"" QHD+ W11P Gaming Laptop",Ultra9 275HX
"Omen 16 Core 7 240H 16GB 256GB SSD RTX5060/8GB 16"" FHD+ 165Hz W11P Gaming Laptop & Per4 Çanta",Core 7 240H
"Cyborg 17 I7 13620H 32GB 512GB SSD RTX5060 8gb FDOS 17.3"" 144HZ IPS B13WFKG210XTRF12+Zetta Çanta",I7 13620H
Latitude 3550 i5 1335U 96GB 256GB SSD 15.6'' FHD W11H N015L355015 & PER4 ÇANTA,i5 1335U
"Elitebook 660 G11 Ultra 5 125U 64 GB 4 TB 16"" Win 11 Home + S.Çantası 9C075EAHMF53",Ultra 5 125U
"Vostro 3530 Intel® Core™ İ5 1334U 64gb Ram 1tb Ssd Windows 11 Home 15,6"" Fhd",İ5 1334U
"Victus 5 210H Aı 16GB 4tbSSD RTX5060/8GB 15.6""fhd (1920 x 1080) WIN11HOME C21SGEAH05+ZETTAÇANTA",
Thinkbook 14 2 In 1 G5 Iau Ultra 7 255U 64GB 1tbSSD FDOS Touch 14 Inç NP21SQ002TTXF38+Zetta Çanta,Ultra 7 255U
"Nitro V 15 ANV15 52 I7 13620H 40GB 256GBSSD RTX5060 8gb 75W W11PRO 15.6"" NHQZ8EY002P21+ZettaÇNT",I7 13620H
"Predator Neo 18 Ultra 9 275HX 32GB 256GBSSD 12GB/RTX5070Tİ 18"" WIN11PRO NHQVMEY002P06+ZETTAÇNT",Ultra 9 275HX
"16"" PRO 16 PLUS PB16250U5120U165WP CORE 5 120U 96GB DDR5 RAM 512GB NVME W11 PRO",CORE 5 120U
"ExpertBook P1 Intel Core 7 240H 8GB 256GB SSD 14"" FHD FDOS Dizüstü Bilgisayar & PER4 Çanta",Intel Core 7 240H
Nitro V16 i5 14450HX 40GB 1TB SSD RTX4050/6GB 85W 16'' WUXGA 165Hz FDOS Gaming Laptop & ÇANTA,i5 14450HX
"Loq 15IRX10 I7 13650HX 24GB 512GB RTX5060 8gb 100W W11Home 15.6"" 144Hz 83JE00J5TRH07 + Zetta Çanta",I7 13650HX
Nitro V15 i9 13900H 24GB 4TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11P Gaming Laptop & PER4 ÇANTA,i9 13900H
Victus 15 R5 8645HS 48GB RAM 2TB SSD RTX3050/6GB 144Hz 15.6'' FHD W11P Gaming Laptop & ÇANTA,R5 8645HS
"Probook 445 G11 Ryzen 5 7535U 48GB 4tb SSD 14"" Wuxga IPS FDOS 9Y7C9ETF20 + Zettaçanta",Ryzen 5 7535U
"ROG Strix G16 i9 14900HX 24GB 4TB SSD RTX4060/8GB 165HZ 16"" WUXGA FDOS N3095 & PER4 ÇANTA",i9 14900HX
"Inspiron 3530 I3530122024U08 i5 1334U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar CNT009",i5 1334U
"Katna15 I7 14650HX 48GB 256GBSSD W11PRO RTX5070 8gb 15.6"" 2k QHD 165HZ B14WGK068XTRP21+Zetta Çanta",I7 14650HX
"Loq 15ARP9 Ryzen 7 7435HS Ddr5 16GB 1tbSSD RTX4050 6GB 300NITS 15.6"" 144Hz Fhd FDOS 83JC00CRTRF02",Ryzen 7 7435HS
"Victus 15 Core5 210H 8GB 256GB SSD RTX5060/8GB 15.6"" FHD 144Hz W11P Gaming Laptop & PER4 ÇANTA",Core5 210H
"Victus 16 s0007nt Ryzen 7 7840HS 40GB 1TB RTX4070 16.1"" FHD Win11Home + S.Çantası 7Z581EAHMF45",Ryzen 7
"15.6"" V15 83A100A5TR CORE i5 13420H 16GB  512GB M2 NVME  O/B UHD W11 PRO",CORE i5 13420H
"Crosshair 17 HX AI Ultra 7 255HX 16GB 1TB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz W11H Gaming",Ultra 7 255HX
"Loq 15ARP9 Ryzen 5 7235HS 48GB 512GB SSD W11HOME RTX4050 6gb 15.6"" IPS 83JC00H4TRH30+Zetta Çanta",Ryzen 5 7235HS
"CYBORG 15 i7 13620H 64GB 1TB SSD RTX4060 Freedos 15.6"" FHD 144Hz A13VF892XTRWF10 + Zetta Çanta",i7 13620H
"V16 V3607VM RP097W/ Intel Core 5 210H/ 16 GB Ram/ 512 GB SSD/ RTX 5060/ 16""/ W11 Laptop",Intel Core 5 210H
"Alienware 16 Aurora Core5 210H 80GB 4TB SSD RTX4050/6GB 85W 16"" 2K QHD+ FDOS Gaming Laptop",Core5 210H
"Rog Strix G16 i5 13450HX 8GB 256GB SSD RTX5050/8GB 165Hz 16"" FHD+ W11H Gaming Laptop G615JH",i5 13450HX
"Predator Helios Neo16 Ultra9 275HX 64GB 1TB SSD RTX5070Ti/12GB 16"" QHD+ FDOS Gaming Laptop",Ultra9 275HX
"Promax 16 MC16250 Ultra 7 255H 32GB 1tb SSD 8GB/RTXPRO1000 16"" IPS FDOS APROMAX1604F10 + Zettaçanta",Ultra 7 255H
"Victus 16 s0007nt Ryzen 7 7840HS 48GB 4TB RTX4070 16.1"" FHD Win11 Pro + S.Çantası 7Z581EAHMF34",Ryzen 7
"Pro 16 Plus Ultra 5 120U 80GB 512GB SSD 16"" Fhd+ 300NIT WIN11PRO U5120U165UH21+ZETTAÇANTA",Ultra 5 120U
ThinkBook 14 G6 i7 13700H 16GB DDR5 256GB SSD 14'' FHD+ W11P Dizüstü Bilgisayar & PER4 ÇANTA,i7 13700H
"Nitro V15 ANV15 52 91EQ I9 13900H 16GB 4tbSSD RTX5060 8gb FDOS 15,6"" NHQZAEYF10+Zetta Çanta",I9 13900H
"ProBook 460 G11 Ultra 7 155U 8GB DDR5 256GB SSD 16"" WUXGA W11P Dizüstü Bilgisayar & ÇANTA",Ultra 7 155U
"Victus 15 Core5 210H 24GB 4TB+4TB SSD RTX5060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & PER4 ÇANTA",Core5 210H
"Thinkbook 16 G7 Iml Ultra 7 155H 64GB 4tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21MS008RTRH30",Ultra 7 155H
"Nitro 5 i7 12650H 16GB 4 TBSSD RTX4060 17.3"" FHD Windows 10 Home + Sırt Ç. NH.QLFEY.004HMF71",i7 12650H
"Nitro 5 I7 12650H 40GB 256GB SSD 8GB/RTX4060 140W IPS 17.3"" 144Hz Full Hd WIN11HOME NHQLFEY004H11",I7 12650H
"Ideapad Pro 5 Ultra 5 225H 32GB 1tb SSD 14"" 2.8k OLED 1100NITS W11HOME 83JK002BTRH10+Zettaçanta",Ultra 5 225H
"Cyborg 15 A13VF3 i7 13620H 32GB 256GB SSD RTX4060/8GB 15.6"" FHD 144HZ FDOS & PER4 ÇANTA",i7 13620H
"Nitro 5 ANV15 51 V15 I9 13900H 24GB 4tb SSD 8GB/RTX4060 W11HOME 15.6"" 165Hz Fhd NHQQEEY00524",I9 13900H
"Thinkbook 14 G6 I5 1335U 80GB Ddr5 1tb SSD 14"" Wuxga IPS FDOS 21KG00Y5TRF22 + Zettaçanta",I5 1335U
"ThinkBook 14 G6 i7 13700H 16 GBDDR5 4 TBSSD 14"" WUXGA Windows 11 Home 21KG004NTRHMF62",i7 13700H
"ProBook 440 G11 Ultra5 125U 40GB 2 TB SSD 14"" W11HOME A23MQEA T56",Ultra5 125U
"VECTOR 16 HX AI U7 255HX 40 GBDDR5 1 TB RTX5070Ti 16"" Win11 Pro + S.Çantası A2XWHG 091XTRHMF20",U7 255HX
"Inspiron 3530 I35301103U008 i7 1355U 16GB 2TBSSD 15.6"" FHD W11P Dizüstü Bilgisayar",i7 1355U
Nb E14 Thınkpad 21m70092tx Ultra 5 125u 16gb 512ssd O/b 14 Dos,Ultra 5 125u
"VOSTRO 3530 Intel Core i7 1355U 24 GB RAM DDR4 2 TB SSD 15.6"" 120 HRZ FULLHD W11PRO TAŞINABİLİR Bİ",Intel Core i7 1355U
"Cyborg 14 Intel Core I7 13620H 32GB 2tb SSD RTX4050 6GB Freedos 14"" Fhd+ 144Hz A13VE054XTRWF07",Intel Core I7 13620H
Nitro V15 R5 7535HS 64GB 2TB SSD RTX2050/4GB 15.6'' 144Hz FHD FDOS Gaming Laptop & PER4 ÇANTA,R5 7535HS
Vivobook 15 X1504VA i7 1355U 24GB RAM 2TB SSD 15.6'' FHD W11HOME NJ195 & PER4 ÇANTA,i7 1355U
Pulse A17 Aı+ C3XWGKG Ryzen 9 Aı Hx 370 64GB 4tbSSD 8GB/RTX5070 17” WIN11HOME W020TRH20+ZETTAÇANTA,Ryzen 9
ThinkBook 14 G7 Ultra 7 155H 8GB DDR5 4TB SSD 14'' WUXGA FDOS Dizüstü Bilgisayar & ÇANTA,Ultra 7 155H
"Loq 15IAX9 I5 12600HX 24GB Ddr5 2tb SSD 6GB/RTX3050 Freedos 15.6"" 144Hz Fhd IPS 300NIT 883GS00PDTR03",I5 12600HX
ProBook 440 G11 İntel Core Ultra 5 125U 8GB 2TB SSD 14'' WUXGA FDOS SA22YQ & PER4 ÇANTA,Ultra 5 125U
"Thinkbook 16 G7 Iml Ultra 5 125U 40GB 512GB SSD 16"" Wuxga 300NITS IPS Freedos 21MS005KTRF17",Ultra 5 125U
